name,type1,type2,hp,atk,def,spa,spd,spe,ability1,ability2,ability3,moveset
Deoxys,Psychic,NULL,50,150,50,150,50,150,Pressure,NULL,NULL,"aerialace, agility, allyswitch, amnesia, avalanche, bind, bodyslam, brickbreak, brutalswing, calmmind, chargebeam, confide, cosmicpower, counter, cut, darkpulse, detect, doubleedge, doubleteam, drainpunch, dreameater, dynamicpunch, endure, energyball, extremespeed, facade, firepunch, flash, flashcannon, fling, focusblast, focuspunch, frustration, gigaimpact, grassknot, gravity, headbutt, hiddenpower, hyperbeam, icebeam, icepunch, icywind, irondefense, knockoff, laserfocus, leer, lightscreen, lowkick, lowsweep, magiccoat, megakick, megapunch, meteormash, mimic, mirrorcoat, mudslap, nastyplot, naturalgift, nightmare, nightshade, poisonjab, poweruppunch, protect, psychic, psychoboost, psychoshift, psychup, psyshock, pursuit, raindance, recover, recycle, reflect, rest, return, rockslide, rocksmash, rocktomb, roleplay, round, safeguard, secretpower, seismictoss, shadowball, shockwave, signalbeam, skillswap, sleeptalk, snatch, snore, solarbeam, spikes, stealthrock, stompingtantrum, strength, substitute, sunnyday, superpower, swagger, swift, taunt, telekinesis, teleport, throatchop, thunder, thunderbolt, thunderpunch, thunderwave, torment, toxic, trick, trickroom, waterpulse, wonderroom, wrap, zapcannon, zenheadbutt"
Turtwig,Grass,NULL,55,68,64,45,55,31,Overgrow,Shell Armor,NULL,"absorb, amnesia, attract, bite, bodyslam, bulletseed, captivate, confide, crunch, curse, cut, doubleedge, doubleteam, earthpower, endure, energyball, facade, flash, frustration, gigadrain, grassknot, grasspledge, grassyterrain, growth, headbutt, heavyslam, hiddenpower, irontail, leafstorm, leechseed, lightscreen, megadrain, mudslap, naturalgift, naturepower, protect, razorleaf, reflect, rest, return, rockclimb, rocksmash, round, safeguard, sandtomb, secretpower, seedbomb, sleeptalk, snore, solarbeam, spitup, stealthrock, stockpile, strength, substitute, sunnyday, superpower, swagger, swallow, swordsdance, synthesis, tackle, thrash, tickle, toxic, wideguard, withdraw, workup, worryseed"
Grotle,Grass,NULL,75,89,85,55,65,36,Overgrow,Shell Armor,NULL,"absorb, attract, bite, bulletseed, captivate, confide, crunch, curse, cut, doubleteam, earthpower, endure, energyball, facade, flash, frustration, gigadrain, grassknot, grasspledge, headbutt, hiddenpower, irontail, leafstorm, leechseed, lightscreen, megadrain, mudslap, naturalgift, naturepower, protect, razorleaf, reflect, rest, return, rockclimb, rocksmash, round, safeguard, secretpower, seedbomb, sleeptalk, snore, solarbeam, stealthrock, strength, substitute, sunnyday, superpower, swagger, swordsdance, synthesis, tackle, toxic, withdraw, workup, worryseed"
Torterra,Grass,Ground,95,109,105,75,85,56,Overgrow,Shell Armor,NULL,"absorb, attract, bite, block, bulldoze, bulletseed, captivate, confide, crunch, curse, cut, doubleteam, earthpower, earthquake, endure, energyball, facade, flash, frenzyplant, frustration, gigadrain, gigaimpact, grassknot, grasspledge, headbutt, hiddenpower, hyperbeam, ironhead, irontail, leafstorm, leechseed, lightscreen, megadrain, mudslap, naturalgift, naturepower, outrage, protect, razorleaf, reflect, rest, return, roar, rockclimb, rockpolish, rockslide, rocksmash, rocktomb, round, safeguard, sandstorm, secretpower, seedbomb, sleeptalk, snore, solarbeam, stealthrock, stompingtantrum, stoneedge, strength, substitute, sunnyday, superpower, swagger, swordsdance, synthesis, tackle, toxic, withdraw, woodhammer, workup, worryseed"
Chimchar,Fire,NULL,44,58,44,58,44,61,Blaze,Iron Fist,NULL,"acrobatics, aerialace, assist, attract, blazekick, brickbreak, bulkup, captivate, confide, counter, covet, cut, dig, doublekick, doubleteam, ember, encore, endeavor, endure, facade, fakeout, fireblast, firepledge, firepunch, firespin, flamecharge, flamethrower, flamewheel, fling, focusenergy, focuspunch, frustration, furyswipes, grassknot, gunkshot, headbutt, heatwave, helpinghand, hiddenpower, honeclaws, incinerate, irontail, leer, lowkick, lowsweep, mudslap, nastyplot, naturalgift, overheat, poweruppunch, protect, quickguard, rest, return, rockclimb, rocksmash, roleplay, rollout, round, scratch, secretpower, shadowclaw, slackoff, sleeptalk, snore, stealthrock, strength, submission, substitute, sunnyday, swagger, swift, swordsdance, taunt, thunderpunch, torment, toxic, uproar, uturn, vacuumwave, willowisp, workup"
Monferno,Fire,Fighting,64,78,52,78,52,81,Blaze,Iron Fist,NULL,"acrobatics, aerialace, attract, brickbreak, bulkup, captivate, closecombat, confide, covet, cut, dig, doubleteam, dualchop, ember, endeavor, endure, facade, feint, fireblast, firepledge, firepunch, firespin, flamecharge, flamethrower, flamewheel, flareblitz, fling, focusblast, focuspunch, frustration, furyswipes, grassknot, gunkshot, headbutt, heatwave, helpinghand, hiddenpower, honeclaws, incinerate, irontail, leer, lowkick, lowsweep, machpunch, mudslap, naturalgift, overheat, poisonjab, poweruppunch, protect, rest, retaliate, return, rockclimb, rockslide, rocksmash, rocktomb, roleplay, rollout, round, scratch, secretpower, shadowclaw, slackoff, sleeptalk, snore, stealthrock, strength, substitute, sunnyday, swagger, swift, swordsdance, taunt, thunderpunch, torment, toxic, uturn, vacuumwave, willowisp, workup"
Infernape,Fire,Fighting,76,104,71,104,71,108,Blaze,Iron Fist,NULL,"acrobatics, aerialace, attract, blastburn, brickbreak, bulkup, bulldoze, calmmind, captivate, closecombat, confide, covet, cut, dig, doubleteam, dualchop, earthquake, ember, endeavor, endure, facade, feint, fireblast, firepledge, firepunch, firespin, flamecharge, flamethrower, flamewheel, flareblitz, fling, focusblast, focuspunch, frustration, furyswipes, gigaimpact, grassknot, gunkshot, headbutt, heatwave, helpinghand, hiddenpower, honeclaws, hyperbeam, incinerate, irontail, laserfocus, leer, lowkick, lowsweep, machpunch, mudslap, naturalgift, overheat, poisonjab, poweruppunch, protect, punishment, rest, retaliate, return, roar, rockclimb, rockslide, rocksmash, rocktomb, roleplay, rollout, round, scratch, secretpower, shadowclaw, sleeptalk, snore, solarbeam, stealthrock, stoneedge, strength, substitute, sunnyday, swagger, swift, swordsdance, taunt, thunderpunch, torment, toxic, uturn, vacuumwave, willowisp, workup"
Piplup,Water,NULL,53,51,53,61,56,40,Torrent,Defiant,NULL,"aerialace, agility, aquaring, attract, bide, blizzard, brickbreak, brine, bubble, bubblebeam, captivate, confide, covet, cut, defog, dig, dive, doublehit, doubleteam, drillpeck, echoedvoice, endure, facade, featherdance, flail, fling, frustration, furyattack, grassknot, growl, hail, headbutt, hiddenpower, hydropump, icebeam, icywind, mist, mudslap, mudsport, naturalgift, peck, pluck, pound, powertrip, protect, quash, raindance, rest, return, rocktomb, round, scald, secretpower, signalbeam, sing, sleeptalk, snore, stealthrock, substitute, supersonic, surf, swagger, toxic, waterfall, waterpledge, waterpulse, watersport, whirlpool, workup, yawn"
Prinplup,Water,NULL,64,66,68,81,76,50,Torrent,Defiant,NULL,"aerialace, attract, bide, blizzard, brickbreak, brine, bubble, bubblebeam, captivate, confide, covet, cut, defog, dig, dive, doubleteam, drillpeck, echoedvoice, endure, facade, fling, frustration, furyattack, grassknot, growl, hail, headbutt, hiddenpower, honeclaws, hydropump, icebeam, icywind, metalclaw, mist, mudslap, naturalgift, peck, pluck, protect, quash, raindance, rest, return, rocksmash, rocktomb, round, scald, secretpower, shadowclaw, signalbeam, sleeptalk, snore, stealthrock, strength, substitute, surf, swagger, tackle, toxic, waterfall, waterpledge, waterpulse, watersport, whirlpool, workup"
Empoleon,Water,Steel,84,86,88,111,101,60,Torrent,Defiant,NULL,"aerialace, aquajet, attract, avalanche, blizzard, brickbreak, brine, bubble, bubblebeam, bulldoze, captivate, confide, covet, cut, defog, dig, dive, doubleteam, drillpeck, earthquake, echoedvoice, endure, facade, flashcannon, fling, frustration, furyattack, furycutter, gigaimpact, grassknot, growl, hail, headbutt, hiddenpower, honeclaws, hydrocannon, hydropump, hyperbeam, icebeam, icywind, irondefense, knockoff, laserfocus, liquidation, metalclaw, mist, mudslap, naturalgift, peck, pluck, protect, quash, raindance, rest, return, roar, rockclimb, rockslide, rocksmash, rocktomb, round, scald, secretpower, shadowclaw, signalbeam, sleeptalk, snore, stealthrock, steelwing, strength, substitute, surf, swagger, swordsdance, tackle, throatchop, toxic, waterfall, waterpledge, waterpulse, whirlpool, workup"
Starly,Normal,Flying,40,55,30,30,30,60,Keen Eye,Reckless,NULL,"aerialace, agility, aircutter, astonish, attract, bravebird, captivate, confide, defog, detect, doubleedge, doubleteam, echoedvoice, endeavor, endure, facade, featherdance, finalgambit, fly, foresight, frustration, furyattack, growl, heatwave, hiddenpower, mirrormove, mudslap, naturalgift, ominouswind, pluck, protect, pursuit, quickattack, raindance, rest, return, revenge, roost, round, sandattack, secretpower, sleeptalk, snore, steelwing, substitute, sunnyday, swagger, swift, tackle, tailwind, takedown, thief, toxic, twister, uproar, uturn, whirlwind, wingattack, workup"
Staravia,Normal,Flying,55,75,50,40,40,80,Intimidate,Reckless,NULL,"aerialace, agility, aircutter, attract, bravebird, captivate, confide, defog, doubleteam, echoedvoice, endeavor, endure, facade, featherdance, finalgambit, fly, frustration, growl, heatwave, hiddenpower, mudslap, naturalgift, ominouswind, pluck, protect, quickattack, raindance, rest, retaliate, return, roost, round, secretpower, sleeptalk, snore, steelwing, substitute, sunnyday, swagger, swift, tackle, tailwind, takedown, thief, toxic, twister, uproar, uturn, whirlwind, wingattack, workup"
Staraptor,Normal,Flying,85,120,70,50,60,100,Intimidate,Reckless,NULL,"aerialace, agility, aircutter, attract, bravebird, captivate, closecombat, confide, defog, doubleteam, echoedvoice, endeavor, endure, facade, finalgambit, fly, frustration, gigaimpact, growl, heatwave, hiddenpower, hyperbeam, laserfocus, mudslap, naturalgift, ominouswind, pluck, protect, quickattack, raindance, rest, retaliate, return, roost, round, secretpower, skyattack, sleeptalk, snore, steelwing, substitute, sunnyday, swagger, swift, tackle, tailwind, takedown, thief, toxic, twister, uproar, uturn, whirlwind, wingattack, workup"
Bidoof,Normal,NULL,59,45,40,35,40,31,Simple,Unaware,Moody,"amnesia, aquatail, attract, blizzard, captivate, chargebeam, confide, covet, crunch, curse, cut, defensecurl, dig, doubleedge, doubleteam, echoedvoice, endure, facade, frustration, furycutter, furyswipes, grassknot, growl, headbutt, hiddenpower, hyperfang, icebeam, icywind, irontail, lastresort, mudslap, mudsport, naturalgift, odorsleuth, pluck, protect, quickattack, raindance, rest, retaliate, return, rockclimb, rocksmash, rollout, round, secretpower, shadowball, shockwave, skullbash, sleeptalk, snore, stealthrock, substitute, sunnyday, superfang, superpower, swagger, swift, swordsdance, tackle, takedown, taunt, thief, thunder, thunderbolt, thunderwave, toxic, watersport, workup, yawn"
Bibarel,Normal,Water,79,85,60,55,60,71,Simple,Unaware,Moody,"amnesia, aquajet, aquatail, attract, blizzard, bulldoze, captivate, chargebeam, confide, covet, crunch, curse, cut, defensecurl, dig, dive, doubleteam, echoedvoice, endure, facade, fling, focuspunch, frustration, furycutter, gigaimpact, grassknot, growl, headbutt, hiddenpower, hyperbeam, hyperfang, icebeam, icywind, irontail, lastresort, liquidation, mudslap, naturalgift, pluck, protect, raindance, rest, retaliate, return, rockclimb, rocksmash, rollout, rototiller, round, scald, secretpower, shadowball, shockwave, sleeptalk, snore, stealthrock, stompingtantrum, strength, substitute, sunnyday, superfang, superpower, surf, swagger, swift, swordsdance, tackle, takedown, taunt, thief, thunder, thunderbolt, thunderwave, toxic, waterfall, watergun, waterpulse, whirlpool, workup, yawn"
Kricketot,Bug,NULL,37,25,41,25,41,25,Shed Skin,Run Away,NULL,"bide, bugbite, endeavor, growl, mudslap, snore, stringshot, strugglebug, uproar"
Kricketune,Bug,NULL,77,85,51,55,51,65,Swarm,Technician,NULL,"absorb, aerialace, attract, bide, brickbreak, bugbite, bugbuzz, captivate, confide, cut, doubleteam, echoedvoice, endeavor, endure, facade, falseswipe, fellstinger, flash, focusenergy, frustration, furycutter, gigaimpact, growl, healbell, hiddenpower, honeclaws, hyperbeam, hypervoice, infestation, knockoff, laserfocus, leechlife, mudslap, naturalgift, nightslash, perishsong, poweruppunch, protect, raindance, rest, return, rocksmash, round, screech, secretpower, silverwind, sing, slash, sleeptalk, snore, stickyweb, strength, stringshot, strugglebug, substitute, sunnyday, swagger, swordsdance, taunt, throatchop, toxic, uproar, xscissor"
Shinx,Electric,NULL,45,65,34,40,34,45,Rivalry,Intimidate,Guts,"attract, babydolleyes, bite, captivate, charge, chargebeam, confide, crunch, discharge, doublekick, doubleteam, eerieimpulse, electroball, endure, facade, faketears, firefang, flash, frustration, furycutter, headbutt, helpinghand, hiddenpower, howl, icefang, irontail, leer, lightscreen, magnetrise, mudslap, naturalgift, nightslash, playrough, protect, psychicfangs, quickattack, raindance, rest, return, risingvoltage, roar, round, scaryface, secretpower, shockwave, signalbeam, sleeptalk, snarl, snore, spark, strength, substitute, swagger, swift, tackle, takedown, thief, thunder, thunderbolt, thunderfang, thundershock, thunderwave, toxic, voltswitch, wildcharge"
Luxio,Electric,NULL,60,85,49,60,49,60,Rivalry,Intimidate,Guts,"attract, bite, captivate, charge, chargebeam, confide, crunch, discharge, doubleteam, eerieimpulse, electroball, endure, facade, faketears, firefang, flash, frustration, furycutter, headbutt, helpinghand, hiddenpower, icefang, irontail, leer, lightscreen, magnetrise, mudslap, naturalgift, playrough, protect, psychicfangs, raindance, rest, return, risingvoltage, roar, round, scaryface, secretpower, shockwave, signalbeam, sleeptalk, snarl, snore, spark, strength, substitute, swagger, swift, tackle, thief, thunder, thunderbolt, thunderfang, thundershock, thunderwave, toxic, voltswitch, wildcharge"
Luxray,Electric,NULL,80,120,79,95,79,70,Rivalry,Intimidate,Guts,"agility, attract, bite, captivate, charge, chargebeam, confide, crunch, discharge, doubleteam, eerieimpulse, electricterrain, electroball, endure, facade, faketears, firefang, flash, frustration, furycutter, gigaimpact, headbutt, helpinghand, hiddenpower, hyperbeam, icefang, irontail, laserfocus, leer, lightscreen, magnetrise, mudslap, naturalgift, playrough, protect, psychicfangs, raindance, rest, return, risingvoltage, roar, round, scaryface, secretpower, shockwave, signalbeam, sleeptalk, snarl, snore, spark, strength, substitute, superpower, swagger, swift, tackle, thief, throatchop, thunder, thunderbolt, thunderfang, thundershock, thunderwave, toxic, voltswitch, wildcharge"
Budew,Grass,Poison,40,30,35,50,70,55,Natural Cure,Poison Point,Leaf Guard,"absorb, attract, bulletseed, captivate, confide, cottonspore, covet, cut, dazzlinggleam, doubleteam, endure, energyball, extrasensory, facade, flash, frustration, gigadrain, grassknot, grasswhistle, grassyglide, growth, hiddenpower, leafstorm, lifedew, megadrain, mindreader, mudslap, naturalgift, naturepower, pinmissile, protect, psychup, raindance, razorleaf, rest, return, round, secretpower, seedbomb, shadowball, sleeppowder, sleeptalk, sludgebomb, snore, solarbeam, spikes, stunspore, substitute, sunnyday, swagger, swift, swordsdance, synthesis, toxic, uproar, venoshock, watersport, weatherball, worryseed"
Roserade,Grass,Poison,60,70,65,125,105,90,Natural Cure,Poison Point,Technician,"absorb, aromatherapy, attract, bodyslam, bulletseed, captivate, confide, covet, cut, dazzlinggleam, doubleteam, endure, energyball, facade, flash, frustration, furycutter, gigadrain, gigaimpact, grassknot, grassyglide, grassyterrain, growth, hiddenpower, hyperbeam, ingrain, laserfocus, leafstorm, leechseed, magicalleaf, megadrain, mudslap, naturalgift, naturepower, petalblizzard, petaldance, pinmissile, poisonjab, poisonsting, powerwhip, protect, psychup, raindance, rest, return, round, secretpower, seedbomb, shadowball, sleeptalk, sludgebomb, snore, solarbeam, spikes, stunspore, substitute, sunnyday, swagger, sweetscent, swift, swordsdance, synthesis, toxic, toxicspikes, uproar, venomdrench, venoshock, weatherball, worryseed"
